Date,Location,Car,TireFL_BL,TireFR_BL,TireBL_BL,TireBR_BL,Alert?,Qual Meas?,Spec,NotesActual,Notes,TireFL_var,TireFR_var,TireBL_var,TireBR_var,TireFL,TireFR,TireBL,TireBR,USL,LSL
2012-08-27,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.07454157716,-0.05514466333,0.02076621189,-0.09354751336,31.82545842,31.74485534,32.12076621,32.10645249,36.8,27.2
2012-08-28,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.06594718376,0.01566043793,-0.05925118189,0.01487057603,31.96594718,31.81566044,32.04074882,32.21487058,36.8,27.2
2012-08-29,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.01467734676,0.03494450124,0.0378990582,-0.09124322848,31.91467735,31.8349445,32.13789906,32.10875677,36.8,27.2
2012-08-30,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.0460483828,-0.09792408496,-0.0910523051,-0.0362418351,31.85395162,31.70207592,32.00894769,32.16375816,36.8,27.2
2012-08-31,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.02249803406,-0.111800245,-0.01143903185,0.04001359134,31.87750197,31.68819975,32.08856097,32.24001359,36.8,27.2
2012-09-01,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.08607858421,-0.05318791096,-0.02324451785,-0.1124377328,31.81392142,31.74681209,32.07675548,32.08756227,36.8,27.2
2012-09-02,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.007316665514,0.0246437725,0.07132236142,0.01292535406,31.90731667,31.82464377,32.17132236,32.21292535,36.8,27.2
2012-09-03,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.1247687828,-0.0959568773,-0.03748440247,0.0154098061,31.77523122,31.70404312,32.0625156,32.21540981,36.8,27.2
2012-09-04,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.02609004904,-0.09134704485,-0.01882422017,-0.06102135704,31.87390995,31.70865296,32.08117578,32.13897864,36.8,27.2
2012-09-05,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.03251480533,-0.08917647116,-0.03796861372,0.02368975707,31.93251481,31.71082353,32.06203139,32.22368976,36.8,27.2
2012-09-06,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,0.03165168063,-0.03257495839,0.01902622014,-0.002547891206,31.93165168,31.76742504,32.11902622,32.19745211,36.8,27.2
2012-09-07,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.05818269023,0.02715311348,-0.08436174795,-0.06199896661,31.84181731,31.82715311,32.01563825,32.13800103,36.8,27.2
2012-09-08,California,Honda Fit 2012,31.9,31.8,32.1,32.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Normal air loss,,-0.08049729019,0.002282459101,-0.01714987725,0.003966370085,31.81950271,31.80228246,32.08285012,32.20396637,36.8,27.2
2012-09-09,California,Honda Fit 2012,31.8,31.7,32,32.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04332821377,0.03243589539,0.05686736209,0.001203480438,31.75667179,31.7324359,32.05686736,32.10120348,36.8,27.2
2012-09-10,California,Honda Fit 2012,31.7,31.6,31.9,32,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.01323765312,-0.07778944185,-0.08488753016,-0.00672224765,31.71323765,31.52221056,31.81511247,31.99327775,36.8,27.2
2012-09-11,California,Honda Fit 2012,31.6,31.5,31.8,31.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.06435229897,-0.03555404046,-0.07169882638,-0.09366850483,31.5356477,31.46444596,31.72830117,31.8063315,36.8,27.2
2012-09-12,California,Honda Fit 2012,31.5,31.4,31.7,31.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.002517055949,0.08112942355,0.01047498129,-0.07469518128,31.50251706,31.48112942,31.71047498,31.72530482,36.8,27.2
2012-09-13,California,Honda Fit 2012,31.4,31.3,31.6,31.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.02376853425,0.08510657259,0.01325817864,-0.09148950304,31.42376853,31.38510657,31.61325818,31.6085105,36.8,27.2
2012-09-14,California,Honda Fit 2012,31.3,31.2,31.5,31.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01761115061,0.03218509224,-0.02804092188,-0.05264872455,31.28238885,31.23218509,31.47195908,31.54735128,36.8,27.2
2012-09-15,California,Honda Fit 2012,31.2,31.1,31.4,31.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.06073271785,-0.03973023244,-0.02533107752,0.05008503919,31.26073272,31.06026977,31.37466892,31.55008504,36.8,27.2
2012-09-16,California,Honda Fit 2012,31.1,31,31.3,31.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02957036749,-0.02617935349,0.04254579816,-0.1008491305,31.07042963,30.97382065,31.3425458,31.29915087,36.8,27.2
2012-09-17,California,Honda Fit 2012,31,30.9,31.2,31.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1009032001,-0.05174806687,0.0149173078,-0.09207702109,30.8990968,30.84825193,31.21491731,31.20792298,36.8,27.2
2012-09-18,California,Honda Fit 2012,30.9,30.8,31.1,31.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.06294516013,0.00354969603,-0.01729939935,0.03070963451,30.83705484,30.8035497,31.0827006,31.23070963,36.8,27.2
2012-09-19,California,Honda Fit 2012,30.8,30.7,31,31.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.07450818534,0.004136862041,-0.02747901323,-0.04869625696,30.72549181,30.70413686,30.97252099,31.05130374,36.8,27.2
2012-09-20,California,Honda Fit 2012,30.7,30.6,30.9,31,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1324673948,-0.1337956021,-0.03749557438,0.06595779656,30.56753261,30.4662044,30.86250443,31.0659578,36.8,27.2
2012-09-21,California,Honda Fit 2012,30.6,30.5,30.8,30.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.06754345337,-0.02619902938,-0.04668836859,-0.01707069455,30.66754345,30.47380097,30.75331163,30.88292931,36.8,27.2
2012-09-22,California,Honda Fit 2012,30.5,30.4,30.7,30.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.05992955195,-0.01603268305,-0.01004684265,-0.01205158918,30.55992955,30.38396732,30.68995316,30.78794841,36.8,27.2
2012-09-23,California,Honda Fit 2012,30.4,30.3,30.6,30.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.06154624707,0.02324637338,-0.04474948943,0.02441509265,30.33845375,30.32324637,30.55525051,30.72441509,36.8,27.2
2012-09-24,California,Honda Fit 2012,30.3,30.2,30.5,30.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04640242659,-0.06427902395,0.05455609251,-0.05624822213,30.25359757,30.13572098,30.55455609,30.54375178,36.8,27.2
2012-09-25,California,Honda Fit 2012,30.2,30.1,30.4,30.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02982340793,-0.02485421005,-0.0128230426,0.00112375654,30.17017659,30.07514579,30.38717696,30.50112376,36.8,27.2
2012-09-26,California,Honda Fit 2012,30.1,30,30.3,30.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.02787904321,0.01316106896,-0.07238017848,0.01929440366,30.12787904,30.01316107,30.22761982,30.4192944,36.8,27.2
2012-09-26,California,Honda Fit 2012,30,29.9,30.2,30.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.01478142181,0.05550911468,0.05263683907,0.02939814419,30.01478142,29.95550911,30.25263684,30.32939814,36.8,27.2
2012-09-27,California,Honda Fit 2012,29.9,29.8,30.1,30.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.01046370889,-0.0292810348,-0.02245275908,-0.03382169952,29.91046371,29.77071897,30.07754724,30.1661783,36.8,27.2
2012-09-28,California,Honda Fit 2012,29.8,29.7,30,30.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04805072414,-0.01092510998,-0.02952467593,0.01213068377,29.75194928,29.68907489,29.97047532,30.11213068,36.8,27.2
2012-09-29,California,Honda Fit 2012,29.7,29.6,29.9,30,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1107260307,0.00562616544,-0.06988757536,-0.02600891199,29.58927397,29.60562617,29.83011242,29.97399109,36.8,27.2
2012-09-30,California,Honda Fit 2012,29.6,29.5,29.8,29.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02141783222,0.02241073789,0.03410280606,0.006174707743,29.57858217,29.52241074,29.83410281,29.90617471,36.8,27.2
2012-10-01,California,Honda Fit 2012,29.5,29.4,29.7,29.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01911399879,0.003428077393,-0.07000975137,-0.02722059119,29.480886,29.40342808,29.62999025,29.77277941,36.8,27.2
2012-10-02,California,Honda Fit 2012,29.4,29.3,29.6,29.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02576831601,-0.05122482977,0.0212549885,0.03735915362,29.37423168,29.24877517,29.62125499,29.73735915,36.8,27.2
2012-10-03,California,Honda Fit 2012,29.3,29.2,29.5,29.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.07768738004,-0.03708355508,-0.009174322492,0.02120787142,29.22231262,29.16291644,29.49082568,29.62120787,36.8,27.2
2012-10-04,California,Honda Fit 2012,29.2,29.1,29.4,29.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01653544648,0.008549085123,0.005667690303,-0.04418858395,29.18346455,29.10854909,29.40566769,29.45581142,36.8,27.2
2012-10-05,California,Honda Fit 2012,29.1,29,29.3,29.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1285204039,0.02279958284,-0.0931790734,-0.113537291,28.9714796,29.02279958,29.20682093,29.28646271,36.8,27.2
2012-10-06,California,Honda Fit 2012,29,28.9,29.2,29.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.06661725731,-0.006511407007,-0.05862589518,-0.004076052471,28.93338274,28.89348859,29.1413741,29.29592395,36.8,27.2
2012-10-07,California,Honda Fit 2012,28.9,28.8,29.1,29.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02507948911,-0.04953358248,-0.06080047782,-0.04781589507,28.87492051,28.75046642,29.03919952,29.1521841,36.8,27.2
2012-10-08,California,Honda Fit 2012,28.8,28.7,29,29.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.08869742649,0.04218165444,-0.06069319404,-0.01838134408,28.71130257,28.74218165,28.93930681,29.08161866,36.8,27.2
2012-10-09,California,Honda Fit 2012,28.7,28.6,28.9,29,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01090388466,0.02092521329,-0.0140252553,0.0006231035669,28.68909612,28.62092521,28.88597474,29.0006231,36.8,27.2
2012-10-10,California,Honda Fit 2012,28.6,28.5,28.8,28.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.03592788779,0.02790945198,0.03454894074,0.04856889077,28.56407211,28.52790945,28.83454894,28.94856889,36.8,27.2
2012-10-11,California,Honda Fit 2012,28.5,28.4,28.7,28.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02568754736,0.061409754,-0.05679430246,0.004818756235,28.47431245,28.46140975,28.6432057,28.80481876,36.8,27.2
2012-10-12,California,Honda Fit 2012,28.4,28.3,28.6,28.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1033318677,-0.04138085225,-0.04907137426,-0.109267718,28.29666813,28.25861915,28.55092863,28.59073228,36.8,27.2
2012-10-13,California,Honda Fit 2012,28.3,28.2,28.5,28.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.0325320447,-0.03575451492,-0.02963229639,-0.06412184471,28.26746796,28.16424549,28.4703677,28.53587816,36.8,27.2
2012-10-14,California,Honda Fit 2012,28.2,28.1,28.4,28.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.05643654101,0.03190818687,0.007687660224,0.02892845083,28.14356346,28.13190819,28.40768766,28.52892845,36.8,27.2
2012-10-15,California,Honda Fit 2012,28.1,28,28.3,28.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.06819698539,0.0273551949,-0.1184055487,-0.01058329008,28.03180301,28.02735519,28.18159445,28.38941671,36.8,27.2
2012-10-16,California,Honda Fit 2012,28,27.9,28.2,28.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1381071382,0.01580102425,0.0306804006,-0.05573593737,27.86189286,27.91580102,28.2306804,28.24426406,36.8,27.2
2012-10-17,California,Honda Fit 2012,27.9,27.8,28.1,28.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02154358342,0.01825841134,-0.001632151095,-0.03612194645,27.87845642,27.81825841,28.09836785,28.16387805,36.8,27.2
2012-10-18,California,Honda Fit 2012,27.8,27.7,28,28.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04933001819,0.008667650008,-0.02202947668,-0.08103649539,27.75066998,27.70866765,27.97797052,28.0189635,36.8,27.2
2012-10-19,California,Honda Fit 2012,27.7,27.6,27.9,28,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04404863227,-0.02641920242,0.06773726868,-0.01819736749,27.65595137,27.5735808,27.96773727,27.98180263,36.8,27.2
2012-10-20,California,Honda Fit 2012,27.6,27.5,27.8,27.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01477988877,-0.03111100012,-0.0332067673,-0.1183932102,27.58522011,27.468889,27.76679323,27.78160679,36.8,27.2
2012-10-21,California,Honda Fit 2012,27.5,27.4,27.7,27.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04026028646,-0.05806050078,-0.07665674224,0.03315109816,27.45973971,27.3419395,27.62334326,27.8331511,36.8,27.2
2012-10-22,California,Honda Fit 2012,27.4,27.3,27.6,27.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.07940686753,-0.1031821773,-0.05436248803,0.01290726769,27.32059313,27.19681782,27.54563751,27.71290727,36.8,27.2
2012-10-23,California,Honda Fit 2012,27.3,27.2,27.5,27.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02537362195,0.003607410979,0.09440167978,-0.06248671378,27.27462638,27.20360741,27.59440168,27.53751329,36.8,27.2
2012-10-24,California,Honda Fit 2012,27.2,27.1,27.4,27.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.08799191184,-0.05178558942,0.04167747702,-0.06802003585,27.11200809,27.04821441,27.44167748,27.43197996,36.8,27.2
2012-10-25,California,Honda Fit 2012,27.1,27,27.3,27.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.07172331072,-0.09441600117,0.0003725825527,0.06944561446,27.02827669,26.905584,27.30037258,27.46944561,36.8,27.2
2012-10-26,California,Honda Fit 2012,27,26.9,27.2,27.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02564457382,0.0596548386,0.02994429805,0.05155726595,26.97435543,26.95965484,27.2299443,27.35155727,36.8,27.2
2012-10-27,California,Honda Fit 2012,26.9,26.8,27.1,27.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.04592203091,0.03561242155,0.05629395983,-0.1317206646,26.85407797,26.83561242,27.15629396,27.06827934,36.8,27.2
2012-10-28,California,Honda Fit 2012,26.8,26.7,27,27.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.05644509778,-0.07758456473,-0.1335205453,-0.0361979316,26.8564451,26.62241544,26.86647945,27.06380207,36.8,27.2
2012-10-29,California,Honda Fit 2012,26.7,26.6,26.9,27,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01361775148,-0.1267176848,-0.04429607148,-0.0394706774,26.68638225,26.47328232,26.85570393,26.96052932,36.8,27.2
2012-10-30,California,Honda Fit 2012,26.6,26.5,26.8,26.9,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.0109616927,-0.04796966475,-0.04675255571,0.04624932381,26.58903831,26.45203034,26.75324744,26.94624932,36.8,27.2
2012-10-31,California,Honda Fit 2012,26.5,26.4,26.7,26.8,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.04060061949,-0.09935538785,0.04470571362,-0.1404925469,26.54060062,26.30064461,26.74470571,26.65950745,36.8,27.2
2012-11-01,California,Honda Fit 2012,26.4,26.3,26.6,26.7,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.02126222072,0.06610002315,-0.04218954622,0.009975263238,26.37873778,26.36610002,26.55781045,26.70997526,36.8,27.2
2012-11-02,California,Honda Fit 2012,26.3,26.2,26.5,26.6,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1352495725,0.02873957206,-0.09795185506,-0.07709300917,26.16475043,26.22873957,26.40204814,26.52290699,36.8,27.2
2012-11-03,California,Honda Fit 2012,26.2,26.1,26.4,26.5,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.1374639588,0.002996993904,-0.1043201334,0.04934950417,26.06253604,26.10299699,26.29567987,26.5493495,36.8,27.2
2012-11-04,California,Honda Fit 2012,26.1,26,26.3,26.4,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.01212504588,-0.04989889912,-0.1038996833,0.04497378139,26.08787495,25.9501011,26.19610032,26.44497378,36.8,27.2
2012-11-05,California,Honda Fit 2012,26,25.9,26.2,26.3,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,0.01023335129,-0.01112943461,-0.1021411725,-0.005331467695,26.01023335,25.88887057,26.09785883,26.29466853,36.8,27.2
2012-11-06,California,Honda Fit 2012,25.9,25.8,26.1,26.2,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.0657389826,0.01065018466,-0.04970764651,-0.01458262098,25.83426102,25.81065018,26.05029235,26.18541738,36.8,27.2
2012-11-07,California,Honda Fit 2012,25.8,25.7,26,26.1,FALSE,FALSE,32 psi front/rear (+- 20% = 25.6),Weather temp dropping,,-0.0359635156,-0.0602037109,-0.1196226078,0.01559992988,25.76403648,25.63979629,25.88037739,26.11559993,36.8,27.2
